seg_key,seg_id,freq,assigned_label,post_commodity,post_title,post_proper_name,stability
"1,41,12,56,2",seg_00094,2,commodity,0.9999999999667182,0.0,3.328284443733588e-11,1.0
"13,8",seg_00095,2,commodity,0.9999999977154932,0.0,2.284506623317119e-09,1.0
"18,10,67,1",seg_00098,2,commodity,0.9999999999001865,0.0,9.981305586230098e-11,1.0
"19,13,61,10",seg_00100,2,commodity,0.999999999999984,1.5594002206254766e-14,0.0,1.0
"34,13,3,12",seg_00103,2,commodity,1.0,1.1312343952457482e-15,0.0,0.975609756097561
"35,13,23,10",seg_00105,2,commodity,0.999999999999984,1.5594002206255877e-14,0.0,1.0
"37,1,24,10",seg_00108,2,commodity,1.0,1.1431515253910356e-15,0.0,1.0
"4,12,47,5",seg_00110,2,commodity,0.9999999999008473,0.0,9.915306620320781e-11,1.0
"43,14,48,5",seg_00111,2,commodity,0.9999999999008473,0.0,9.915306620320781e-11,1.0
"6,10,70,1",seg_00118,2,commodity,0.9999999999001865,0.0,9.981305586229319e-11,1.0
"61,10,67,1",seg_00121,2,commodity,0.9999999999001865,0.0,9.981305586229319e-11,0.975609756097561
"64,13,3,12",seg_00122,2,commodity,1.0,1.1312343952457482e-15,0.0,1.0
"77,9,57,10",seg_00128,2,commodity,1.0,1.1312343952457482e-15,0.0,1.0
"1,21,11,2,1,33,5,46,5",seg_00132,1,commodity,0.999999999999778,0.0,2.2223709237065665e-13,1.0
"1,3,12,25,2,46,5",seg_00134,1,commodity,0.9999999999987708,0.0,1.2279724549879557e-12,1.0
"1,3,12,27,2,33,5",seg_00135,1,commodity,0.9999999999987708,0.0,1.2279724549878509e-12,1.0
"1,3,12,28,2,33,5",seg_00136,1,commodity,0.9999999999987708,0.0,1.227972454987899e-12,1.0
"1,3,12,44,2,46,5",seg_00137,1,commodity,0.9999999999987708,0.0,1.2279724549876328e-12,1.0
"1,3,12,51,2,33,5",seg_00138,1,commodity,0.9999999999987708,0.0,1.22797245498779e-12,1.0
"1,3,12,52,2",seg_00139,1,commodity,0.999999999991104,0.0,8.895294514743356e-12,0.975609756097561
"1,3,12,52,2,33,5",seg_00140,1,commodity,0.9999999999987708,0.0,1.2279724549878509e-12,1.0
"1,41,12,25,2,33,5",seg_00141,1,commodity,0.9999999999987708,0.0,1.2279724549876853e-12,1.0
"1,41,12,27,2,46,5",seg_00142,1,commodity,0.9999999999987708,0.0,1.2279724549878509e-12,1.0
"1,41,12,28,2,46,5",seg_00143,1,commodity,0.9999999999987708,0.0,1.2279724549877418e-12,1.0
"1,41,12,38,2,33,5",seg_00144,1,commodity,0.9999999999987708,0.0,1.2279724549876328e-12,1.0
"1,41,12,44,2,33,5",seg_00145,1,commodity,0.9999999999987708,0.0,1.227972454987899e-12,0.975609756097561
"1,41,12,52,2,46,5",seg_00146,1,commodity,0.9999999999987708,0.0,1.227972454988008e-12,1.0
"10,10,37,1,66,12",seg_00147,1,commodity,1.0,1.4130984157015215e-17,0.0,1.0
"10,48,5,33,5",seg_00148,1,commodity,0.9999999999536335,0.0,4.636574883620312e-11,1.0
"10,53,5,33,5",seg_00149,1,commodity,0.999999999982272,0.0,1.772903108892981e-11,1.0
"10,70,1,33,5",seg_00151,1,commodity,0.999999999982272,0.0,1.7729031088927415e-11,0.975609756097561
"13,8,20,12,33,5,46,5",seg_00152,1,commodity,0.9999999999991349,0.0,8.649332273963468e-13,1.0
"13,8,33,5",seg_00153,1,commodity,0.9999999999438494,0.0,5.6151475233981083e-11,1.0
"13,8,4,12,46,5",seg_00154,1,commodity,0.9999999999792113,0.0,2.0788457040530345e-11,1.0
"17,10,37,1,20,12",seg_00155,1,commodity,1.0,1.4130984157018025e-17,0.0,1.0
"17,10,37,1,66,12",seg_00156,1,commodity,1.0,1.4130984157019434e-17,0.0,1.0
"18,10,47,5,46,5",seg_00157,1,commodity,0.9999999999952855,0.0,4.714280893453759e-12,0.975609756097561
"19,13,29,8",seg_00158,1,commodity,0.9999999999992859,7.140701132327115e-13,0.0,1.0
"19,13,36,8",seg_00159,1,commodity,0.9999999999999911,9.406346612446148e-15,0.0,1.0
"19,13,36,8,47,5",seg_00160,1,commodity,1.0,1.413098415701863e-17,0.0,1.0
"19,13,43,14,2",seg_00161,1,commodity,0.9999999999999982,1.1183801210929072e-15,0.0,1.0
"19,13,54,14,2,1",seg_00163,1,commodity,1.0,1.4130984157018025e-17,0.0,0.975609756097561
"19,13,66,12",seg_00164,1,commodity,1.0,3.610552387815129e-16,0.0,1.0
"19,13,68,14,29,8",seg_00165,1,commodity,1.0,1.3219761978459858e-17,0.0,1.0
"23,10,37,1,20,12",seg_00169,1,commodity,1.0,1.4130984157018025e-17,0.0,0.975609756097561
"32,8,4,12,46,5",seg_00176,1,commodity,0.9999999999967848,0.0,3.2162939084766893e-12,1.0
"32,8,41,12,46,5",seg_00177,1,commodity,0.9999999999968061,0.0,3.1950269439299215e-12,1.0
"32,8,46,5,46,5",seg_00178,1,commodity,0.9999999999949516,0.0,5.048120902431699e-12,1.0
"34,13,32,8",seg_00180,1,commodity,0.9999999999999982,2.0508399608304027e-15,0.0,1.0
"34,13,4,12",seg_00181,1,commodity,0.9999999999999911,9.40634661244755e-15,0.0,0.975609756097561
"34,13,4,12,47,5",seg_00182,1,commodity,1.0,1.4130984157018025e-17,0.0,1.0
"34,13,43,14,48,5",seg_00183,1,commodity,1.0,1.4130984157020034e-17,0.0,1.0
"34,13,49,14,67,1",seg_00184,1,commodity,1.0,1.4130984157017323e-17,0.0,1.0
"34,13,54,14,2",seg_00185,1,commodity,0.9999999999999982,1.1183801210931218e-15,0.0,1.0
"34,13,68,14,67,1",seg_00188,1,commodity,1.0,1.3219761978461174e-17,0.0,1.0
"34,13,7,9",seg_00189,1,commodity,1.0,3.6105523878149745e-16,0.0,1.0
"34,13,75,14",seg_00190,1,commodity,0.9999999999999982,2.0508399608306067e-15,0.0,1.0
"35,13,54,14,70,1",seg_00192,1,commodity,1.0,1.3219761978459858e-17,0.0,1.0
"35,13,59,14,47,5",seg_00193,1,commodity,1.0,1.4130984157018025e-17,0.0,0.975609756097561
"35,13,59,14,6,10",seg_00194,1,commodity,1.0,1.4130984157019434e-17,0.0,1.0
"35,13,8,9",seg_00198,1,commodity,0.9999999999992859,7.140701132327801e-13,0.0,1.0
"36,8,65,12,33,5,46,5",seg_00199,1,commodity,0.9999999999994955,0.0,5.050130865491375e-13,0.975609756097561
"37,1,18,10,2,1",seg_00201,1,commodity,1.0,1.413098415701662e-17,0.0,1.0
"37,1,18,10,67,1",seg_00202,1,commodity,1.0,1.321976197845798e-17,0.0,1.0
"37,1,24,10,67,1",seg_00204,1,commodity,1.0,1.413098415701662e-17,0.0,1.0
"37,1,6,10,2,1",seg_00205,1,commodity,1.0,1.32197619784592e-17,0.0,0.975609756097561
"37,1,6,10,67,1",seg_00206,1,commodity,1.0,1.4130984157017323e-17,0.0,1.0
"37,1,6,10,70,1",seg_00207,1,commodity,1.0,1.4130984157019434e-17,0.0,1.0
"37,1,61,10,67,1",seg_00208,1,commodity,1.0,1.4130984157019434e-17,0.0,1.0
"37,1,61,10,70,1",seg_00209,1,commodity,1.0,1.3219761978460516e-17,0.0,1.0
"39,9,32,8,46,5",seg_00210,1,commodity,1.0,1.413098415701662e-17,0.0,1.0
"39,9,39,9",seg_00211,1,commodity,1.0,3.6105523878146156e-16,0.0,0.975609756097561
"54,14,2,1,33,5",seg_00218,1,commodity,0.9999999999968061,0.0,3.1950269439297854e-12,1.0
"54,14,67,1",seg_00219,1,commodity,0.9999999999608988,0.0,3.91009200272161e-11,1.0
"57,10,37,1,20,12",seg_00220,1,commodity,1.0,1.4130984157017323e-17,0.0,1.0
"57,10,46,5",seg_00221,1,commodity,0.9999999999733227,0.0,2.6676401712795016e-11,1.0
"60,14,13,8",seg_00225,1,commodity,0.9999999999608988,0.0,3.91009200272161e-11,1.0
"60,14,70,1",seg_00227,1,commodity,0.9999999998275779,0.0,1.7242243610565764e-10,1.0
"62,9,29,8,65,12",seg_00228,1,commodity,1.0,1.4130984157019434e-17,0.0,1.0
"62,9,43,14,67,1",seg_00229,1,commodity,1.0,1.3219761978458544e-17,0.0,0.975609756097561
"62,9,49,14,70,1",seg_00230,1,commodity,1.0,1.413098415701863e-17,0.0,1.0
"62,9,54,14,67,1",seg_00231,1,commodity,1.0,1.413098415701863e-17,0.0,1.0
"64,13,32,8",seg_00232,1,commodity,0.9999999999999982,2.0508399608308106e-15,0.0,1.0
"64,13,32,8,4,12",seg_00233,1,commodity,1.0,1.4130984157019434e-17,0.0,1.0
"64,13,43,14",seg_00234,1,commodity,0.9999999999999947,4.925240499690336e-15,0.0,1.0
"64,13,43,14,48,5",seg_00235,1,commodity,1.0,1.3219761978460516e-17,0.0,0.975609756097561
"64,13,54,14,2",seg_00236,1,commodity,0.9999999999999982,1.1183801210930662e-15,0.0,1.0
"64,13,66,12",seg_00237,1,commodity,1.0,3.610552387815334e-16,0.0,1.0
"64,13,7,9",seg_00238,1,commodity,1.0,3.610552387815129e-16,0.0,1.0
"64,13,75,14,2",seg_00239,1,commodity,0.9999999999999982,1.1183801210931774e-15,0.0,1.0
"7,9,43,14,2,1",seg_00243,1,commodity,1.0,1.4130984157019434e-17,0.0,1.0
"7,9,62,9",seg_00244,1,commodity,1.0,3.610552387815129e-16,0.0,1.0
"72,10,37,1,20,12",seg_00245,1,commodity,1.0,1.4130984157017323e-17,0.0,1.0
"72,10,37,1,66,12",seg_00246,1,commodity,1.0,1.4130984157018025e-17,0.0,1.0
"75,14,2,1",seg_00247,1,commodity,0.9999999999664553,0.0,3.354337766643124e-11,1.0
"75,14,41,12",seg_00248,1,commodity,0.9999999999735003,0.0,2.650001046697358e-11,1.0
"75,14,67,1",seg_00249,1,commodity,0.9999999999546141,0.0,4.5386426984370264e-11,1.0
"75,14,70,1",seg_00250,1,commodity,0.9999999999581313,0.0,4.186983681165673e-11,1.0
"76,9,36,8,65,12",seg_00251,1,commodity,1.0,1.413098415701863e-17,0.0,1.0
"76,9,54,14,33,5",seg_00252,1,commodity,0.999999999995957,0.0,4.044224645454049e-12,1.0
"77,9,39,9",seg_00255,1,commodity,1.0,3.610552387815488e-16,0.0,1.0
"77,9,60,14",seg_00256,1,commodity,0.9999999999608988,0.0,3.910092002721263e-11,1.0
"77,9,60,14,33,5",seg_00257,1,commodity,0.9999999999967848,0.0,3.2162939084771235e-12,1.0
"77,9,75,14,70,1",seg_00258,1,commodity,1.0,1.4130984157020034e-17,0.0,1.0
"8,9,43,14,67,1",seg_00260,1,commodity,1.0,1.3219761978458544e-17,0.0,1.0
"8,9,49,14,67,1",seg_00261,1,commodity,1.0,1.3219761978461174e-17,0.0,1.0
"8,9,6,10,46,5",seg_00263,1,commodity,0.999999999995957,0.0,4.044224645453676e-12,1.0
"8,9,60,14,67,1",seg_00264,1,commodity,1.0,1.4130984157018025e-17,0.0,1.0
"85,9,24,10,53,5",seg_00266,1,commodity,1.0,1.4130984157015215e-17,0.0,1.0
"85,9,29,8,65,12",seg_00267,1,commodity,1.0,1.413098415701863e-17,0.0,1.0
"85,9,75,14,67,1",seg_00268,1,commodity,1.0,1.4130984157020034e-17,0.0,1.0
"9,9,59,14,70,1",seg_00269,1,commodity,1.0,1.4130984157018025e-17,0.0,1.0
"9,9,62,9",seg_00270,1,commodity,1.0,3.603703952887008e-16,0.0,1.0
"9,9,68,14,47,5",seg_00271,1,commodity,1.0,1.413098415701863e-17,0.0,1.0
"9,9,72,10,48,5",seg_00272,1,commodity,1.0,1.4130984157018025e-17,0.0,1.0
"90,9,32,8,4,12",seg_00274,1,commodity,1.0,1.413098415701602e-17,0.0,1.0
"90,9,60,14,70,1",seg_00276,1,commodity,1.0,1.4130984157018025e-17,0.0,1.0
"90,9,68,14,70,1",seg_00277,1,commodity,1.0,1.3219761978457228e-17,0.0,1.0
"33,5",seg_00003,36,proper_name,0.0,0.0,1.0,0.975609756097561
"2,1",seg_00004,31,proper_name,0.0,0.0,1.0,0.975609756097561
"46,5",seg_00005,29,proper_name,0.0,0.0,1.0,0.975609756097561
"20,12",seg_00007,25,proper_name,0.0,0.0,1.0,0.9512195121951219
"66,12",seg_00008,24,proper_name,0.0,0.0,1.0,0.975609756097561
"70,1",seg_00011,21,proper_name,0.0,0.0,1.0,0.975609756097561
"67,1",seg_00015,19,proper_name,0.0,0.0,1.0,0.975609756097561
"1,21,11,2,1",seg_00019,15,proper_name,9.106181497098406e-174,0.0,1.0,0.975609756097561
"1,21,11,67,1",seg_00020,15,proper_name,0.0,0.0,1.0,1.0
12,seg_00021,15,proper_name,0.0,4.862010292053239e-13,0.9999999999995133,0.975609756097561
"1,21,11,70,1",seg_00022,14,proper_name,0.0,0.0,1.0,1.0
"13,8,4,12",seg_00025,10,proper_name,0.0,0.0,1.0,0.975609756097561
"29,8,65,12",seg_00026,10,proper_name,0.0,0.0,1.0,1.0
"32,8,4,12",seg_00027,10,proper_name,0.0,0.0,1.0,1.0
"36,8,65,12",seg_00028,10,proper_name,0.0,0.0,1.0,1.0
"41,12",seg_00033,7,proper_name,0.0,0.0,1.0,0.975609756097561
10,seg_00034,6,proper_name,0.0,1.572685591153595e-14,0.9999999999999858,1.0
"10,48,5",seg_00037,5,proper_name,8.635912133839207e-07,0.0,0.9999991364087862,0.975609756097561
"48,5",seg_00039,5,proper_name,0.0,0.0,1.0,1.0
"49,14,53,5",seg_00040,5,proper_name,0.0,0.0,1.0,1.0
"75,14,53,5",seg_00041,5,proper_name,0.0,0.0,1.0,1.0
"10,53,5",seg_00042,4,proper_name,0.0,0.0,1.0,1.0
"47,5",seg_00045,4,proper_name,0.0,0.0,1.0,1.0
"59,14,47,5",seg_00046,4,proper_name,0.0,0.0,1.0,1.0
"65,12,53,5",seg_00047,4,proper_name,0.0,0.0,1.0,1.0
"68,14,47,5",seg_00048,4,proper_name,0.0,0.0,1.0,1.0
"72,10,48,5",seg_00049,4,proper_name,0.0,0.0,1.0,0.975609756097561
"10,70,1",seg_00057,3,proper_name,0.0,0.0,1.0,1.0
"17,10,46,5",seg_00058,3,proper_name,0.0,0.0,1.0,1.0
"18,10,47,5",seg_00059,3,proper_name,0.0,0.0,1.0,1.0
"24,10,53,5",seg_00061,3,proper_name,0.0,0.0,1.0,0.975609756097561
"3,12",seg_00064,3,proper_name,0.0,2.0311794069130455e-12,0.9999999999979678,1.0
"32,8,46,5",seg_00065,3,proper_name,0.0,0.0,1.0,1.0
"36,8,47,5",seg_00066,3,proper_name,0.0,0.0,1.0,1.0
"39,9,60,14",seg_00069,3,proper_name,0.0,0.0,1.0,1.0
"4,12",seg_00070,3,proper_name,0.0,6.764929433885571e-15,0.9999999999999929,1.0
"43,14,66,12",seg_00071,3,proper_name,0.0,0.0,1.0,1.0
"49,14,70,1",seg_00072,3,proper_name,0.0,0.0,1.0,1.0
"59,14,2,1",seg_00073,3,proper_name,0.0,0.0,1.0,0.975609756097561
"61,10,48,5",seg_00075,3,proper_name,0.0,0.0,1.0,1.0
"65,12",seg_00079,3,proper_name,0.0,1.7084511180729818e-15,0.9999999999999982,0.975609756097561
"13,8,20,12",seg_00096,2,proper_name,0.0,0.0,1.0,1.0
"13,8,4,12,33,5",seg_00097,2,proper_name,0.0,0.0,1.0,0.975609756097561
"20,12,46,5",seg_00101,2,proper_name,0.0,0.0,1.0,1.0
"23,10,48,5",seg_00102,2,proper_name,0.0,0.0,1.0,1.0
"36,8,54,14",seg_00107,2,proper_name,0.0,0.0,1.0,1.0
"43,14,70,1",seg_00112,2,proper_name,0.0,0.0,1.0,1.0
"46,5,33,5",seg_00113,2,proper_name,0.0,0.0,1.0,1.0
"49,14,2,1",seg_00114,2,proper_name,0.0,0.0,1.0,1.0
"54,14",seg_00115,2,proper_name,0.0,0.0,1.0,0.975609756097561
"54,14,70,1",seg_00116,2,proper_name,0.0,0.0,1.0,1.0
"59,14,6,10",seg_00117,2,proper_name,0.0,0.0,1.0,1.0
"60,14,2,1",seg_00119,2,proper_name,0.0,0.0,1.0,1.0
"60,14,67,1",seg_00120,2,proper_name,0.0,0.0,1.0,1.0
"66,12,46,5",seg_00123,2,proper_name,0.0,0.0,1.0,1.0
"67,1,33,5",seg_00124,2,proper_name,0.0,0.0,1.0,1.0
"68,14,2,1",seg_00125,2,proper_name,0.0,0.0,1.0,1.0
"68,14,67,1",seg_00126,2,proper_name,0.0,0.0,1.0,1.0
"70,1,33,5",seg_00127,2,proper_name,0.0,0.0,1.0,0.975609756097561
"1,20,12",seg_00131,1,proper_name,0.0,1.1508023915588849e-17,1.0,1.0
"1,3,12",seg_00133,1,proper_name,0.0,1.1508023915588849e-17,1.0,0.975609756097561
"10,53,5,46,5",seg_00150,1,proper_name,0.0,0.0,1.0,1.0
"2,1,33,5",seg_00167,1,proper_name,0.0,0.0,1.0,1.0
"2,1,33,5,46,5",seg_00168,1,proper_name,0.0,0.0,1.0,1.0
"23,10,48,5,46,5",seg_00170,1,proper_name,0.0,0.0,1.0,1.0
"24,10,53,5,46,5",seg_00171,1,proper_name,0.0,0.0,1.0,1.0
"29,8",seg_00172,1,proper_name,0.0,0.0,1.0,1.0
"29,8,29,8",seg_00173,1,proper_name,0.0,0.0,1.0,1.0
"29,8,29,8,33,5",seg_00174,1,proper_name,0.0,0.0,1.0,1.0
"29,8,65,12,46,5",seg_00175,1,proper_name,0.0,0.0,1.0,0.975609756097561
"33,5,46,5",seg_00179,1,proper_name,0.0,0.0,1.0,1.0
"36,8,65,12,46,5",seg_00200,1,proper_name,0.0,0.0,1.0,1.0
"43,14,2,1",seg_00212,1,proper_name,0.0,0.0,1.0,1.0
"46,5,33,5,46,5",seg_00213,1,proper_name,0.0,0.0,1.0,1.0
"46,5,46,5",seg_00214,1,proper_name,0.0,0.0,1.0,1.0
"47,5,46,5",seg_00215,1,proper_name,0.0,0.0,1.0,1.0
"49,14,67,1",seg_00216,1,proper_name,0.0,0.0,1.0,1.0
"54,14,2,1",seg_00217,1,proper_name,0.0,0.0,1.0,0.975609756097561
"59,14,67,1",seg_00222,1,proper_name,0.0,0.0,1.0,1.0
"59,14,70,1",seg_00223,1,proper_name,0.0,0.0,1.0,0.975609756097561
"6,10",seg_00224,1,proper_name,0.0,0.0,1.0,1.0
"60,14,13,8,46,5",seg_00226,1,proper_name,0.0,0.0,1.0,1.0
"65,12,53,5,33,5",seg_00240,1,proper_name,0.0,0.0,1.0,1.0
"68,14,29,8",seg_00241,1,proper_name,0.0,0.0,1.0,1.0
"68,14,70,1",seg_00242,1,proper_name,0.0,0.0,1.0,1.0
"8,9,6,10",seg_00262,1,proper_name,0.0,0.0,1.0,1.0
1,seg_00001,142,title,0.0,1.0,0.0,0.975609756097561
"37,1",seg_00002,47,title,0.0,1.0,0.0,1.0
"7,9",seg_00006,28,title,0.0,1.0,0.0,1.0
"76,9",seg_00009,22,title,0.0,1.0,0.0,1.0
"8,9",seg_00010,22,title,0.0,1.0,0.0,1.0
"77,9",seg_00012,21,title,0.0,1.0,0.0,1.0
"9,9",seg_00013,20,title,0.0,1.0,0.0,0.975609756097561
"90,9",seg_00014,20,title,0.0,1.0,0.0,1.0
"39,9",seg_00016,18,title,0.0,1.0,0.0,1.0
"62,9",seg_00017,18,title,0.0,1.0,0.0,1.0
"85,9",seg_00018,16,title,0.0,1.0,0.0,1.0
9,seg_00023,14,title,0.0,1.0,0.0,1.0
"10,10,37,1",seg_00024,10,title,0.0,1.0,0.0,0.975609756097561
"17,10,37,1",seg_00029,9,title,0.0,1.0,0.0,0.975609756097561
"23,10,37,1",seg_00030,9,title,0.0,1.0,0.0,0.975609756097561
"57,10,37,1",seg_00031,9,title,0.0,1.0,0.0,0.9512195121951219
"72,10,37,1",seg_00032,8,title,0.0,1.0,0.0,0.975609756097561
"19,13",seg_00035,6,title,0.0,1.0,0.0,0.975609756097561
"34,13",seg_00036,6,title,0.0,1.0,0.0,0.975609756097561
"35,13",seg_00038,5,title,0.0,1.0,0.0,0.975609756097561
"37,1,18,10",seg_00044,4,title,0.0,1.0,0.0,0.975609756097561
"64,13",seg_00077,3,title,0.0,1.0,0.0,0.975609756097561
"64,13,4,12",seg_00078,3,title,0.0,1.0,0.0,0.975609756097561
"19,13,17,10",seg_00099,2,title,0.0,1.0,0.0,0.975609756097561
"35,13,12",seg_00104,2,title,0.0,1.0,0.0,0.975609756097561
"35,13,67,1",seg_00106,2,title,0.0,1.0,0.0,0.975609756097561
"39,9,85,9",seg_00109,2,title,0.0,1.0,0.0,0.9512195121951219
"8,9,57,10",seg_00129,2,title,0.0,1.0,0.0,0.975609756097561
"85,9,62,9",seg_00130,2,title,0.0,1.0,0.0,0.975609756097561
"19,13,49,14",seg_00162,1,title,0.0,1.0,0.0,0.975609756097561
"19,13,90,9",seg_00166,1,title,0.0,1.0,0.0,0.975609756097561
"34,13,59,14",seg_00186,1,title,0.0,1.0,0.0,0.975609756097561
"34,13,65,12",seg_00187,1,title,0.0,1.0,0.0,0.9512195121951219
"35,13,36,8",seg_00191,1,title,0.0,1.0,0.0,0.975609756097561
"35,13,66,12",seg_00195,1,title,0.0,1.0,0.0,0.975609756097561
"35,13,75,14",seg_00196,1,title,0.0,1.0,0.0,0.975609756097561
"35,13,76,9",seg_00197,1,title,0.0,1.0,0.0,0.975609756097561
"37,1,24,10,2,1",seg_00203,1,title,0.0,1.0,0.0,0.975609756097561
"76,9,62,9",seg_00253,1,title,0.0,1.0,0.0,0.975609756097561
"76,9,85,9",seg_00254,1,title,0.0,1.0,0.0,0.975609756097561
"8,9,39,9",seg_00259,1,title,0.0,1.0,0.0,0.975609756097561
"8,9,85,9",seg_00265,1,title,0.0,1.0,0.0,0.975609756097561
"9,9,85,9",seg_00273,1,title,0.0,1.0,0.0,0.975609756097561
"90,9,39,9",seg_00275,1,title,0.0,1.0,0.0,0.975609756097561
